,Company Name,Industry,LastPrice,Change,%Chg,Mkt Cap(Rs cr)
1,Adani Ports,Transport Infrastructure,207.35,-49.05,-19.13,42128.37
2,Asian Paints,Paints,1513.2,-229.75,-13.18,145145.81
3,Axis Bank,Bank - Private,313.0,-115.15,-26.89,88311.12
4,Bajaj Auto,Automobile - 2 & 3 Wheelers,1949.0,-293.3,-13.08,56397.63
5,Bajaj Finance,Finance - NBFC,2334.8,-617.1,-20.91,140482.36
6,Bajaj Finserv,Finance - Investment,4872.85,-1360.2,-21.82,77545.21
7,Bharti Airtel,Telecommunication - Service Provider,418.85,-43.8,-9.47,228506.02
8,Bharti Infratel,Telecommunication - Equipment,140.0,-8.15,-5.5,25894.52
9,BPCL,Refineries,266.05,-51.8,-16.3,57712.97
10,Britannia,Consumer Food,2198.4,-269.4,-10.92,52864.55
11,Cipla,Pharmaceuticals & Drugs,376.95,-15.85,-4.04,30391.04
12,Coal India,Coal,130.2,-2.6,-1.96,80238.72
13,Dr Reddys Labs,Pharmaceuticals & Drugs,2828.15,-69.1,-2.39,46995.96
14,Eicher Motors,Automobile - LCVS/ HVCS,14150.0,-1528.45,-9.75,38637.24
15,GAIL,Gas Distribution,77.75,-3.05,-3.77,35365.94
16,Grasim,Diversified,434.3,-95.1,-17.96,28568.21
17,HCL Tech,IT Services & Consulting,416.05,-28.85,-6.48,112902.04
18,HDFC,Finance - Housing,1590.4,-163.55,-9.32,275453.65
19,HDFC Bank,Bank - Private,779.8,-103.05,-11.67,427586.68
20,Hero Motocorp,Automobile - 2 & 3 Wheelers,1583.3,-232.4,-12.8,31624.73
21,Hindalco,Iron & Steel,87.8,-17.7,-16.78,19721.84
22,HUL,Household & Personal Products,1890.45,-161.25,-7.86,409248.6
23,ICICI Bank,Bank - Private,285.6,-60.1,-17.39,184854.29
24,IndusInd Bank,Bank - Private,339.0,-101.35,-23.02,23510.86
25,Infosys,IT Services & Consulting,534.4,-50.8,-8.68,227590.12
26,IOC,Refineries,82.05,-8.55,-9.44,77243.17
27,ITC,Cigarettes/Tobacco,155.25,-20.25,-11.54,190836.89
28,JSW Steel,Iron & Steel,138.9,-36.85,-20.97,33575.19
29,Kotak Mahindra,Bank - Private,1100.55,-161.8,-12.82,210476.5
30,Larsen,Engineering & Construction,727.65,-137.05,-15.85,102154.2
31,M&M,Automobile - Auto & Truck Manufacturers,299.15,-23.45,-7.27,37190.1
32,Maruti Suzuki,Automobile - Passenger Cars,4238.0,-841.2,-16.56,128021.53
33,Nestle,Consumer Food,13077.25,-1068.25,-7.55,126085.24
34,NTPC,Power Generation/Distribution,77.25,-4.0,-4.92,76435.45
35,ONGC,Oil Exploration and Production,60.8,-11.55,-15.96,76488.1
36,Power Grid Corp,Power Generation/Distribution,153.65,-3.6,-2.29,80383.37
37,Reliance,Oil Exploration and Production,887.7,-130.25,-12.8,562736.78
38,SBI,Bank - Public,183.7,-26.15,-12.46,163945.11
39,Sun Pharma,Pharmaceuticals & Drugs,327.5,-37.75,-10.34,78578.22
40,Tata Motors,Automobile - LCVS/ HVCS,66.4,-10.9,-14.1,20510.77
41,Tata Steel,Iron & Steel,270.0,-27.75,-9.32,30415.22
42,TCS,IT Services & Consulting,1701.05,-96.4,-5.36,638299.4
43,Tech Mahindra,IT Services & Consulting,508.05,-68.3,-11.85,50110.43
44,Titan Company,Diamond  &  Jewellery,816.45,-88.45,-9.77,72483.3
45,UltraTechCement,Cement,3080.05,-493.8,-13.82,88897.47
46,UPL,Pesticides & Agrochemicals,261.6,-38.55,-12.84,19987.43
47,Vedanta,Metals - Non Ferrous,62.5,-12.95,-17.16,23232.48
48,Wipro,IT Services & Consulting,171.25,-7.95,-4.44,97841.25
49,Yes Bank,Bank - Private,40.4,-5.45,-11.89,50703.91
50,Zee Entertain,TV Broadcasting & Software Production,126.55,-18.35,-12.66,12154.92
